257,62247,178629
258,11315,11922
259,4589,15085
260,6038,15080
261,2445,18733
262,1986,17811
263,1810,17816
264,523,13603
265,345,13601
266,179,13607
267,6323,13604
268,1412,16383
269,2551,16382
270,1605,16384
271,6270,16386
272,1626,16388
273,4402,17035
274,4489,17037
275,4487,17038
276,4488,17039
277,6468,20521
278,6534,20525
279,6369,20526
280,6533,20527
281,6587,20529
282,1440,16925
283,1699,16927
284,1474,16921
285,1721,16928
286,7920,21437
287,7937,21436
288,2116,20122
289,26523,64936
290,6031,14651
291,4341,14650
292,702,14653
293,778,14652
294,594,14655
295,625,14658
296,4042,20358
297,4579,13522
298,398,13520
299,224,13521
300,14087,13526
301,203,13524
302,4264,13525
303,366,13528
304,2101,20128
305,2723,17995
306,2656,17991
307,2673,17999
308,5356,12453
309,1221,16229
310,16015,16222
311,1342,16221
312,1097,16226
313,1200,16227
314,2541,16225
315,18994,152679
316,7059,17177
317,6808,17171
318,7031,17173
319,6702,17172
320,15243,33568
321,141,13624
322,6370,20326
323,7614,15235
324,7569,15233
325,120408,65948
326,8336,25573
327,122,14393
328,6055,18966
329,6064,18964
330,40516,41300
331,1314,15444
332,5999,14198
333,5991,14199
334,8858,14190
335,5993,14197
336,1205,15821
337,1350,15820
338,13951,15824
339,1343,15827
340,1189,15826
341,1209,15828
342,1896,18342
343,951,18346
344,2441,18348
345,2243,13878
346,14130,31541
347,53890,73921
348,1466,16750
349,2603,16758
350,22563,43795
351,880,18806
352,1738,17402
353,10237,11803
354,8142,11800
355,2103,20115
356,2094,20117
357,2104,20116
358,2113,20111
359,2091,20110
360,28530,59775
361,7215,13581
362,61015,61009
363,28492,102333
364,8004,24131
365,47320,137154
366,18262,44944
367,410,13939
368,283,13936
369,1690,17302
370,2638,17303
371,10509,17301
372,7820,17306
373,1657,17307
374,1604,17308
375,1448,17309
376,12163,29638
377,5577,20831
378,5581,20837
379,5572,20834
380,5574,20835
381,5579,20838
382,45865,62485
383,23938,99011
384,10948,18539
385,974,18532
386,4537,18534
387,913,18536
388,15018,34032
389,17417,38475
390,24314,38474
391,160,14351
392,478,14353
393,4389,14354
394,4275,14355
395,361,14356
396,176,14357
397,332,14359
398,43730,118607
399,5434,12988
400,7,19879
401,6219,15403
402,1098,15401
403,1223,15400
404,12741,15406
405,4445,15409
406,7088,11402
407,10,19871
408,22908,45582
409,5492,12173
410,8940,25640
411,27448,57520
412,39962,57525
413,94381,63823
414,914,18479
415,831,18475
416,4995,18474
417,852,18476
418,25192,18471
419,19692,104394
420,5463,15398
421,1363,15393
422,10496,15391
423,1264,15397
424,2516,15396
425,1266,15395
426,985,19095
427,34192,86376
428,12343,29959
429,12322,29956
430,6318,14256
431,28867,158097
432,4987,16498
433,1619,16495
434,2569,16497
435,1611,16496
436,7984,16490
437,10300,27993
438,1815,17729
439,1797,17720
440,2681,17721
441,6532,20415
442,6644,20417
443,6614,20411
444,6554,20413
445,16866,39916
446,17043,37548
447,2448,18430
448,907,18432
449,973,18435
450,23724,68802
451,6110,18153
452,6097,18150
453,4245,18151
454,7228,18155
455,4122,15058
456,4117,15057
457,7995,24604
458,856,18387
459,515,13458
460,267,13456
461,1053,18383
462,495,13452
463,348,13453
464,82,18380
465,4066,20386
466,4083,20387
467,4068,20380
468,34730,141533
469,14830,31930
470,99,16354
471,4199,16352
472,1552,16353
473,22987,16359
474,17603,36962
475,1194,15811
476,16190,38967
477,17559,38033
478,740,14686
479,820,14687
480,6334,14684
481,17835,47815
482,1041,19102
483,2434,19100
484,922,19106
485,9727,19107
486,24123,31987
487,1215,15884
488,27714,143724
489,71239,66443
490,7568,14286
491,93720,60847
492,93719,60845
493,28465,60842
494,6501,20430
495,86901,70872
496,22641,74602
497,28768,44837
498,10356,16147
499,1441,17238
500,11185,17236
501,4211,17237
502,1544,17233
503,2621,17231
504,5207,11553
505,18768,45716
506,5439,12343
507,5374,12342
508,9349,12345
509,2111,20124
510,2107,20121
511,23997,32170
512,4703,14016
513,5340,14011
514,2509,15766
515,7285,15767
516,2515,15765
517,1276,15760
518,7006,18229
519,4406,18049
520,13511,31085
521,13451,31086
522,1540,17246
523,76,17243
524,1462,17242
525,4758,17241
526,4569,17240
527,22095,49592
528,480,13885
529,312,13884
530,4276,13887
531,10851,13886
532,153,13881
533,7109,13883
534,19767,46192
535,8839,27353
536,10262,27955
537,14824,32036
538,14792,32031
539,15026,32032
540,7651,17765
541,1075,18589
542,6204,18581
543,845,18583
544,989,18582
545,992,18584
546,43851,76609
547,13657,30479
548,13648,30472
549,13654,30471
550,13746,30470
551,13766,30474
552,14563,31782
553,7688,15266
554,7708,15265
555,7689,15263
556,7701,15260
557,4036,20454
558,7773,15269
559,4016,20456
560,4022,20457
561,1695,16518
562,4549,16510
563,1517,16513
564,15723,16514
565,1409,16515
566,2567,16516
567,1489,16517
568,2707,17648
569,1736,17643
570,8951,17642
571,1915,17640
572,2672,17645
573,2696,17644
574,5613,20757
575,21997,44091
576,4026,20449
577,1586,16427
578,23810,50673
579,93837,61233
580,93838,61235
581,10890,14471
582,818,14470
583,584,14475
584,2391,14474
585,622,14477
586,29186,38360
587,18052,47027
588,5900,11562
589,2659,18002
590,17503,39013
591,16877,40090
592,23767,45469
593,725,14866
594,569,14867
595,624,14864
596,4474,14862
597,4476,14863
598,16925,54190
599,64690,59011
600,15978,32241
601,18164,52168
602,27934,37988
603,4236,18038
604,12378,30014
605,253,13651
606,385,13652
607,113,13653
608,116,13655
609,185,13656
610,368,13657
611,4733,16979
612,5135,16971
613,1508,16977
614,4909,17081
615,4940,17082
616,5010,17084
617,5061,17088
618,7266,20596
619,4006,20335
620,4002,20337
621,23222,61487
622,6739,18196
623,8767,12780
624,10130,27844
625,8708,27274
626,20474,37084
627,6167,15153
628,9980,15156
629,6705,15158
630,22274,47270
631,606,15018
632,494,13755
633,26025,65589
634,30647,65585
635,6264,17128
636,17564,44998
637,20427,46572
638,20584,34265
639,11981,29184
640,11254,28633
641,11250,28639
642,15434,31985
643,102157,60899
644,93744,60895
645,29237,140641
646,259,14166
647,5112,14164
648,1968,18313
649,2036,18314
650,1858,18316
651,1793,18318
652,11558,18319
653,1147,15699
654,1285,15692
655,2472,15690
656,2507,15694
657,1921,17830
658,1796,17831
659,2074,20617
660,2073,20619
661,1788,17453
662,2721,17450
663,4233,17456
664,14258,17454
665,2713,17458
666,1983,17459
667,28444,59723
668,1557,16629
669,7317,16196
670,7677,16191
671,108874,65427
672,7471,12759
673,19691,72598
674,5522,20819
675,1010,18871
676,1068,18870
677,4141,18875
678,4172,18879
679,2730,18295
680,1941,18294
681,31,18297
682,1994,18293
683,13792,18292
684,1892,18298
685,10626,13962
686,397,13963
687,417,13966
688,6128,13968
689,2292,13969
690,16014,13662
691,1602,16604
692,1681,16605
693,1613,16606
694,2597,16600
695,1500,16601
696,1404,16602
697,1574,16603
698,26437,46926
699,18132,60244
700,8411,11957
701,33558,62450
702,4041,20357
703,9125,20354
704,4048,20353
705,4039,20352
706,5529,20878
707,4050,20359
708,30245,61378
709,10640,28204
710,10102,17985
711,17784,49816
712,16887,35334
713,23944,75996
714,22509,38429
715,18123,36017
716,27054,84640
717,1388,16315
718,1352,15450
719,1339,15452
720,97,15455
721,1303,15457
722,1328,15458
723,1268,15459
724,6169,14505
725,716,14507
726,717,14501
727,10110,14503
728,8964,14509
729,5236,12107
730,7561,12104
731,5265,12101
732,70912,90062
733,17163,44683
734,331,13274
735,4414,13273
736,320,13271
737,11430,13278
738,11145,28501
739,1469,16784
740,17413,35684
741,16366,36568
742,5635,20915
743,5591,20914
744,5629,20917
745,5637,20916
746,5586,20911
747,5584,20910
748,5631,20912
749,5636,20919
750,7589,20918
751,1003,18426
752,1002,18425
753,5977,14208
754,6148,14202
755,5997,14206
756,56744,40326
757,1311,15554
758,1175,15556
759,2486,15550
760,1288,15552
761,22535,48917
762,1234,15558
763,2053,17799
764,4241,17798
765,1948,17797
766,38271,68492
767,18156,39942
768,838,18720
769,957,18722
770,99661,144327
771,4332,18550
772,72,13428
773,4683,13425
774,2081,20601
775,2087,20600
776,12245,29888
777,23359,154002
778,2056,20608
779,24379,140727
780,1560,16327
781,1514,16325
782,4800,16324
783,66,16323
784,1433,16322
785,105,16329
786,93987,61846
787,77779,261367
788,6384,20542
789,6568,20540
790,4680,18085
791,4734,18087
792,10542,28128
793,10526,28120
794,7530,13436
795,16818,47842
796,2724,18008
797,6168,15187
798,6161,15189
799,22726,42523
800,16192,42384
801,370,13580
802,32257,38406
803,23907,61148
804,4162,18608
805,7832,15194
806,9207,18605
807,6332,15192
808,11940,29154
809,5650,20855
810,14750,31933
811,16000,33307
812,4441,18906
813,4523,18901
814,4553,18903
815,4522,18902
816,43848,76423
817,5106,13818
818,290,13819
819,263,13817
820,349,13814
821,450,13812
822,306,13810
823,487,13811
824,24730,50427
825,427,13737
826,174,13735
827,411,13734
828,326,13733
829,154,13730
830,5624,20799
831,58683,15716
832,1354,15714
833,1083,15712
834,1202,15711
835,1338,15710
836,4357,18723
837,2045,17974
838,19297,76157
839,2297,13990
840,453,13995
841,2278,13994
842,9094,16010
843,4186,16013
844,4189,16015
845,9051,16014
846,4183,16019
847,9067,16018
848,5566,20891
849,5560,20892
850,5559,20893
851,5561,20896
852,5557,20897
853,5562,20899
854,58305,167885
855,11031,28434
856,11012,28433
857,8999,25700
858,1049,18559
859,1008,18557
860,876,18554
861,46,18555
862,1023,18552
863,11937,18551
864,12608,30420
865,63011,71502
866,60,13579
867,351,13574
868,1890,17619
869,1784,17610
870,2019,17612
871,2054,17613
872,2706,17614
873,1803,17615
874,6745,17155
875,4137,14994
876,2384,14999
877,21237,45339
878,327,14337
879,333,14334
880,465,14335
881,443,14332
882,2325,14333
883,295,14330
884,155,14339
885,560,11466
886,10025,27766
887,23936,73001
888,16021,32928
889,23710,32921
890,22983,89057
891,70962,79569
892,4857,15379
893,1356,15372
894,4188,15374
895,1113,15377
896,5478,12060
897,6969,12063
898,470,13339
899,433,13332
900,270,13335
901,12839,29719
902,12193,29715
903,5353,12881
904,10403,28044
905,1693,16433
906,1533,16436
907,93761,16435
908,1457,16438
909,2457,18794
910,2415,18795
911,11451,18796
912,942,18797
913,4154,18790
914,1060,18791
915,892,18792
916,721,14743
917,792,14741
918,697,14746
919,9013,14745
920,579,14748
921,13917,31316
922,7478,19046
923,2447,19044
924,7289,19043
925,7681,19041
926,7654,19040
927,9736,27664
928,2610,16985
929,27886,69048
930,4063,20368
931,27741,32578
932,17033,36988
933,28587,36983
934,20583,36984
935,22721,37054
936,16907,37051
937,22613,67241
938,16156,35236
939,11649,18320
940,5549,20859
941,921,18614
942,929,18616
943,29726,86760
944,8422,11395
945,323,13702
946,119,13700
947,4281,13705
948,2510,16289
949,1145,16283
950,93788,16284
951,1251,16286
952,1132,16287
953,7657,16864
954,11936,16865
955,4203,16862
956,4717,16863
957,79509,45071
958,16310,44304
959,11327,28688
960,88750,144065
961,9986,27750
962,9017,25598
963,4805,14139
964,4945,14133
965,4772,14135
966,1294,15660
967,1256,15665
968,35384,47508
969,47677,84244
970,6210,16129
971,6222,16120
972,6216,16123
973,23546,65459
974,2744,17422
975,1952,17425
976,1583,16857
977,1534,17299
978,1683,17294
979,2609,17295
980,1507,17296
981,2548,17297
982,2578,17290
983,2109,20132
984,2092,20130
985,11357,28721
986,94511,65840
987,4259,14079
988,9065,14075
989,8903,14074
990,2265,14073
991,4831,14072
992,13714,30514
993,13696,30515
994,13695,30516
995,13692,30510
996,13694,30512
997,13697,30513
998,11956,17272
999,1460,17273
1000,4550,17270
1001,4715,17277
1002,1828,17506
1003,1816,17500
1004,8038,17501
1005,1882,17502
1006,1926,17503
1007,2686,17509
1008,11576,20674
1009,11583,20676
1010,11584,20670
1011,9210,11902
1012,2533,15951
1013,10812,28256
1014,12814,28254
1015,10852,28255
1016,56865,51032
1017,11545,28870
1018,15239,34678
1019,15274,34673
1020,7355,20719
1021,1806,17776
1022,13705,30499
1023,13737,30490
1024,13739,30492
1025,13706,30497
1026,13734,30496
1027,788,14559
1028,638,14553
1029,597,14550
1030,6175,14556
1031,105596,144832
1032,6815,15205
1033,6689,15204
1034,6783,15206
1035,7047,15208
1036,4208,16575
1037,1698,16572
1038,1430,16573
1039,23,19878
1040,2129,21068
1041,2137,21069
1042,26,19872
1043,2118,21067
1044,20,19870
1045,2141,21065
1046,2,19876
1047,11,19877
1048,2144,21060
1049,2135,21061
1050,48380,149029
1051,6692,16158
1052,14278,16331
1053,4011,20338
1054,17071,50616
1055,1139,15508
1056,2484,15500
1057,964,18382
1058,77,15504
1059,34445,68429
1060,6552,20215
1061,34967,74629
1062,68,18460
1063,1495,17330
1064,11575,20333
1065,4010,20332
1066,26718,132598
1067,672,15090
1068,6842,11977
1069,2136,21076
1070,7015,11976
1071,2122,21071
1072,18778,42852
1073,2693,17801
1074,1072,19099
1075,4913,19094
1076,34,19097
1077,5453,19090
1078,983,19091
1079,215,13630
1080,239,13639
1081,4309,17027
1082,83,17026
1083,4198,17024
1084,4201,17023
1085,10404,17021
1086,4308,17029
1087,6471,20537
1088,6561,20536
1089,6412,20538
1090,42323,73648
1091,10603,28196
1092,40326,79491
1093,71387,122068
1094,786,14624
1095,109,14627
1096,6163,14620
1097,2340,14621
1098,686,14628
1099,11906,14629
1100,17120,47215
1101,260,13530
1102,4417,13533
1103,2245,13535
1104,39458,179622
1105,23645,121779
1106,4686,18821
1107,903,18793
1108,2456,18799
1109,2536,16239
1110,9098,16232
1111,6067,16235
1112,33936,36821
1113,9410,27550
1114,9391,27552
1115,11890,29123
1116,11924,29129
1117,11291,28656
1118,14698,31961
1119,8958,25562
1120,5091,18951
1121,5119,18954
1122,22560,41379
1123,6005,14185
1124,1238,15856
1125,1236,15853
1126,887,18377
1127,4143,18373
1128,6044,18378
1129,1019,18379
1130,13609,30601
1131,12918,30603
1132,13626,30605
1133,13625,30608
1134,399,13867
1135,227,13864
1136,4873,13861
1137,111788,82405
1138,2574,16741
1139,1393,16743
1140,1627,16744
1141,1475,16746
1142,1671,16748
1143,4849,17828
1144,2058,20606
1145,2061,20609
1146,28770,38816
1147,32525,38810
1148,29476,59782
1149,60813,50453
1150,87089,61016
1151,13925,31048
1152,1595,17328
1153,17690,59179
1154,1546,17329
1155,1396,17326
1156,18119,43810
1157,7286,15947
1158,212,13617
1159,383,13611
1160,22915,65792
1161,1480,17313
1162,10462,17315
1163,1694,17317
1164,1531,17316
1165,7978,17319
1166,2618,17318
1167,12513,20821
1168,5520,20820
1169,5518,20822
1170,5513,20824
1171,5514,20827
1172,5523,20826
1173,5575,20829
1174,5517,20828
1175,62876,68675
1176,11046,28444
1177,22885,66664
1178,5537,20885
1179,4056,20362
1180,4057,20363
1181,4040,20360
1182,9137,20366
1183,4053,20367
1184,4055,20364
1185,4058,20365
1186,8887,25752
1187,8936,25753
1188,8962,25755
1189,40093,96131
1190,1006,18527
1191,1073,18526
1192,8988,18525
1193,5001,18524
1194,4155,18523
1195,1070,18522
1196,1009,18521
1197,40,18520
1198,28505,38445
1199,17691,38442
1200,355,14347
1201,148,14346
1202,4702,14344
1203,7924,21428
1204,7948,21429
1205,11659,28936
1206,1318,15434
1207,1079,15435
1208,6079,15433
1209,1173,15430
1210,1125,15439
1211,6876,12163
1212,7248,12162
1213,12011,29211
1214,27478,49902
1215,16447,49901
1216,23723,49905
1217,16792,55398
1218,961,18480
1219,988,18482
1220,17524,36504
1221,198,13368
1222,413,13360
1223,358,13363
1224,505,13364
1225,236,13367
1226,10320,28010
1227,4164,18863
1228,1427,16460
1229,1416,16462
1230,2599,16463
1231,1652,16466
1232,2587,16467
1233,1675,16468
1234,25813,51670
1235,17441,49201
1236,6408,20403
1237,6494,20407
1238,9119,20406
1239,6527,20405
1240,20606,37922
1241,55007,61513
1242,4078,20390
1243,43197,37551
1244,550,14711
1245,810,14713
1246,532,14714
1247,6107,18149
1248,35394,89762
1249,13959,31344
1250,87435,47321
1251,25934,47325
1252,4129,15043
1253,4328,15042
1254,4134,15041
1255,4115,15046
1256,4119,15044
1257,4939,18547
1258,941,18542
1259,17034,43517
1260,359,13447
1261,365,13446
1262,360,13441
1263,369,13443
1264,13793,30432
1265,6511,20399
1266,4080,20393
1267,4082,20392
1268,4079,20391
1269,4076,20397
1270,4075,20395
1271,17794,48424
1272,1644,16344
1273,111,16346
1274,1601,16342
1275,12134,29630
1276,14631,31815
1277,13638,30481
1278,733,14695
1279,7694,14694
1280,704,14696
1281,551,14691
1282,639,14693
1283,10267,14699
1284,7971,11346
1285,968,19112
1286,911,19114
1287,7482,19116
1288,1026,18702
1289,5291,12698
1290,832,18704
1291,16416,59819
1292,7268,20097
1293,1763,17605
1294,873,18613
1295,58,15630
1296,6766,15631
1297,2487,15637
1298,31936,123875
1299,7096,16171
1300,7072,16174
1301,7786,17229
1302,7780,17227
1303,7733,17221
1304,24210,60501
1305,10055,11681
1306,2591,16791
1307,11873,29080
1308,11874,29081
1309,11885,29082
1310,11880,29084
1311,11870,29085
1312,11869,29087
1313,9731,27685
1314,11651,28943
1315,2264,14026
1316,310,14025
1317,7634,18239
1318,474,13701
1319,7233,18232
1320,7556,18235
1321,18951,40104
1322,4809,15779
1323,1117,15771
1324,1262,15773
1325,2473,15772
1326,14236,31616
1327,14238,31617
1328,14223,31610
1329,14229,31611
1330,1242,16285
1331,22110,69368
1332,1089,15986
1333,31578,15984
1334,2499,15982
1335,24729,58383
1336,11108,28496
1337,27888,35577
1338,8756,27340
1339,8722,27347
1340,42106,101973
1341,28488,38674
1342,13646,30449
1343,13753,30447
1344,13689,30444
1345,12845,30445
1346,12807,30440
1347,37152,61127
1348,7723,15259
1349,103,16509
1350,1403,16507
1351,5456,12772
1352,1588,16503
1353,1647,16501
1354,17,19889
1355,9,19888
1356,8,19883
1357,3,19882
1358,19,19881
1359,5,19880
1360,30,19887
1361,4,19885
1362,27,19884
1363,1993,17679
1364,2047,17671
1365,102344,96822
1366,11192,28579
1367,723,14930
1368,6040,14931
1369,4519,14932
1370,728,14934
1371,5186,14935
1372,2351,14937
1373,684,14939
1374,15584,35162
1375,10705,28307
1376,10881,28308
1377,86105,58265
1378,22910,50647
1379,76564,61203
1380,100458,51114
1381,98188,85431
1382,97436,45844
1383,16155,47692
1384,177,14408
1385,39,14409
1386,8828,14400
1387,2238,14401
1388,205,14403
1389,15490,34518
1390,5276,11573
1391,4548,15378
1392,5239,12007
1393,5286,12002
1394,5217,12000
1395,5419,12001
1396,27315,44786
1397,21788,44787
1398,8890,14875
1399,6186,14871
1400,620,14873
1401,595,14872
1402,731,14879
1403,759,14878
1404,94040,62093
1405,5324,12821
1406,8980,25599
1407,15659,32251
1408,14902,31949
1409,14542,31768
1410,15977,33558
1411,854,18779
1412,965,18773
1413,4175,18770
1414,22722,129403
1415,250,13644
1416,273,13648
1417,7017,19029
1418,7068,19028
1419,6996,19025
1420,7098,19027
1421,1716,16962
1422,2549,16967
1423,4770,16966
1424,18990,67896
1425,76304,61492
1426,14784,32592
1427,12420,30006
1428,6198,18974
1429,6202,18975
1430,57958,64976
1431,24323,100572
1432,17067,36741
1433,10152,27855
1434,5298,15124
1435,6159,15125
1436,5288,15121
1437,6041,15122
1438,4170,18357
1439,916,18350
1440,4748,18353
1441,44933,70312
1442,2657,17953
1443,8008,12417
1444,34486,57203
1445,9027,17137
1446,18079,45014
1447,15023,34279
1448,610,15303
1449,11219,28629
1450,8947,25536
1451,10175,25538
1452,1979,18301
1453,1893,18308
1454,1186,15688
1455,1199,15682
1456,1160,15684
1457,14074,31502
1458,14088,31505
1459,14089,31506
1460,743,14890
1461,14345,17440
1462,2041,17442
1463,1995,17445
1464,4721,17447
1465,1769,17446
1466,4662,17449
1467,1751,17448
1468,18367,46441
1469,8317,11846
1470,96794,65290
1471,7232,16182
1472,7256,16181
1473,7247,16180
1474,7635,16189
1475,24027,66389
1476,2090,20107
1477,1044,18802
1478,10486,18803
1479,54,18808
1480,2262,13973
1481,1521,16619
1482,8913,16613
1483,1529,16612
1484,23127,63718
1485,109776,62441
1486,5611,20699
1487,21693,53495
1488,18969,69756
1489,100683,143567
1490,18139,35301
1491,107742,35307
1492,4168,18463
1493,20516,36026
1494,5289,12948
1495,1746,17741
1496,67471,123491
1497,419,14394
1498,206,14397
1499,409,14398
1500,4305,15446
1501,1109,15445
1502,12020,15442
1503,1084,15440
1504,24268,15449
1505,1086,15448
1506,29494,64116
1507,6558,20477
1508,6973,12132
1509,5164,12136
1510,412,13265
1511,362,13266
1512,11703,13269
1513,288,13268
1514,83893,150979
1515,1578,16406
1516,1446,16409
1517,12596,30129
1518,1007,18433
1519,997,18436
1520,19719,67411
1521,6145,14219
1522,5988,14213
1523,5985,14212
1524,6142,14215
1525,10451,27954
1526,10249,27956
1527,1739,17763
1528,10254,27951
1529,10245,27953
1530,7276,17769
1531,9141,20455
1532,16771,48106
1533,11843,29066
1534,8968,15011
1535,2368,15012
1536,39972,63560
1537,7761,18271
1538,19889,43560
1539,481,13412
1540,344,13413
1541,79,13415
1542,446,13418
1543,162,13419
1544,1473,16313
1545,2563,16310
1546,2560,16316
1547,4784,16317
1548,1449,16314
1549,10564,17045
1550,4525,17042
1551,6645,20553
1552,22449,61442
1553,6448,20420
1554,13693,30511
1555,10524,28130
1556,35495,41453
1557,9005,18017
1558,6188,15190
1559,6335,15193
1560,8987,15198
1561,11845,16880
1562,1458,16885
1563,1575,16888
1564,16787,42392
1565,462,13595
1566,293,13594
1567,499,13592
1568,114,13591
1569,9010,18833
1570,15822,32416
1571,25891,32412
1572,7603,17190
1573,4380,18046
1574,4344,18047
1575,527,14777
1576,23711,33318
1577,232,13804
1578,2323,13801
1579,477,13803
1580,1038,18736
1581,736,21451
1582,33543,32468
1583,11686,20673
1584,11607,20678
1585,1787,17494
1586,1946,17498
1587,6630,20187
1588,6423,20180
1589,6368,20189
1590,9675,27633
1591,9656,27637
1592,23650,60966
1593,28862,44592
1594,1380,15722
1595,1095,15720
1596,1169,15724
1597,1164,15728
1598,7638,18262
1599,7676,18263
1600,17491,49717
1601,4816,16065
1602,4828,16066
1603,4953,16067
1604,37906,63909
1605,5540,20887
1606,5542,20886
1607,5541,20883
1608,5543,20882
1609,5539,20881
1610,5544,20880
1611,2023,17381
1612,12113,29595
1613,12129,29593
1614,12160,28421
1615,4069,20379
1616,8593,25734
1617,4059,20371
1618,4054,20370
1619,31924,61300
1620,886,18549
1621,16796,38629
1622,13747,30439
1623,14497,31746
1624,19016,72274
1625,6528,20237
1626,22394,44819
1627,2039,17607
1628,4229,17606
1629,1981,17602
1630,5623,20715
1631,7366,20714
1632,22342,46675
1633,8929,14989
1634,2342,14988
1635,457,14325
1636,347,14326
1637,7863,14320
1638,4527,14323
1639,7729,14322
1640,2244,14329
1641,32304,107050
1642,15880,32919
1643,27987,61274
1644,1042,18361
1645,833,18369
1646,95,18368
1647,26388,47063
1648,24249,47061
1649,2399,15309
1650,33290,142410
1651,7739,12077
1652,6657,12073
1653,5155,12071
1654,5230,12070
1655,20465,46733
1656,379,13308
1657,6146,13309
1658,94,13306
1659,405,13307
1660,14569,13305
1661,277,13302
1662,173,13300
1663,81,14823
1664,546,14827
1665,646,14824
1666,819,14825
1667,12181,29701
1668,10472,28079
1669,10437,28075
1670,22954,110255
1671,1645,16402
1672,1547,16400
1673,837,18788
1674,1076,18782
1675,2452,18781
1676,901,18780
1677,12465,30058
1678,4127,14776
1679,552,14775
1680,710,14773
1681,749,14770
1682,647,14779
1683,120,13696
1684,285,13697
1685,9039,13690
1686,7702,13692
1687,284,13699
1688,92,19072
1689,6339,19073
1690,9006,19076
1691,14459,19074
1692,6048,19075
1693,44,19078
1694,539,14656
1695,4062,20373
1696,4060,20372
1697,4065,20376
